RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
25849.0,2017.0,29967.0,15673.0,86.0,47.0,1485.0,903.0,0.0,1.0,77.0,11.0,64231.52,20532.0,200.0,86559.52,19021.61,7528.44,1.0,7.0
14891.0,2017.0,8101.0,10120.0,88.0,48.0,1034.0,1641.0,1.0,1.0,77.0,11.0,14673.0,0.0,100.0,14773.0,0.0,592.18,0.0,5.0
55187.0,2017.0,23775.0,14403.0,42.0,27.0,1323.0,1288.0,0.0,0.0,73.0,21.0,70388.92,27443.08,7807.0,101355.0,33338.32,11745.1,1.0,2.0
59371.0,2017.0,13181.0,9699.0,94.0,49.0,519.0,1739.0,1.0,1.0,1.0,26.0,16416.11,0.0,0.0,16416.11,0.0,0.0,0.0,7.0
74186.0,2017.0,16027.0,15021.0,78.0,44.0,2097.0,383.0,0.0,1.0,97.0,34.0,69155.2,0.0,468.0,69623.2,20511.43,5274.68,0.0,2.0
21525.0,2017.0,10377.0,4561.0,38.0,25.0,900.0,811.0,0.0,1.0,43.0,14.0,108957.2,136045.2,4557.31,253630.71,51046.14,16848.0,1.0,7.0
66839.0,2017.0,3149.0,8185.0,86.0,47.0,1485.0,903.0,0.0,0.0,77.0,11.0,72924.26,13658.18,1110.0,87692.44,21629.34,17550.0,1.0,5.0
53417.0,2017.0,16690.0,15002.0,70.0,40.0,932.0,1252.0,0.0,1.0,45.0,32.0,143.0,0.0,0.0,143.0,42.41,0.0,1.0,5.0
35960.0,2017.0,21158.0,15718.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,95149.6,15768.28,1525.0,112674.88,44577.59,15071.9,1.0,4.0
21073.0,2017.0,6146.0,12677.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,95869.2,1352.55,2028.2,102033.95,44914.03,16817.0,1.0,7.0
33384.0,2017.0,10377.0,9517.0,4.0,1.0,1491.0,249.0,0.0,0.0,77.0,11.0,71931.2,55460.43,1110.0,130634.63,21341.35,18572.58,1.0,7.0
23788.0,2017.0,11791.0,5928.0,8.0,3.0,1849.0,1479.0,0.0,0.0,81.0,15.0,105521.39,0.0,5206.96,109202.35,31297.25,14946.17,1.0,7.0
13373.0,2017.0,11528.0,8785.0,94.0,49.0,1267.0,511.0,1.0,1.0,65.0,8.0,7458.0,0.0,2976.75,10457.75,0.0,0.0,1.0,4.0
82080.0,2017.0,7964.0,11662.0,82.0,45.0,2296.0,1900.0,0.0,1.0,97.0,34.0,50712.0,0.0,0.0,50712.0,15071.3,12109.5,1.0,2.0
596.0,2017.0,15712.0,15240.0,16.0,8.0,419.0,14.0,0.0,1.0,57.0,4.0,37350.64,0.0,0.0,37350.64,11064.93,7528.44,0.0,2.0
51527.0,2017.0,23993.0,10583.0,88.0,48.0,1118.0,1398.0,1.0,1.0,95.0,37.0,658.3,0.0,0.0,658.3,0.0,0.0,1.0,5.0
51550.0,2017.0,5758.0,15086.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,89824.3,147.9,1525.0,90194.2,42080.68,16819.0,1.0,2.0
27029.0,2017.0,11528.0,15031.0,88.0,48.0,1112.0,1395.0,1.0,0.0,95.0,37.0,8259.1,0.0,0.0,8259.1,0.0,0.0,0.0,4.0
2835.0,2017.0,6723.0,4318.0,66.0,39.0,735.0,213.0,0.0,1.0,13.0,0.0,9939.2,0.0,2221.8,12923.0,2947.97,594.22,1.0,5.0
34734.0,2017.0,11835.0,129.0,88.0,48.0,1193.0,833.0,0.0,0.0,77.0,11.0,55850.93,0.0,200.0,55705.93,16513.39,7134.68,1.0,7.0
52375.0,2017.0,13724.0,7207.0,40.0,26.0,1620.0,1615.0,0.0,1.0,35.0,3.0,9808.16,0.0,0.0,9808.16,2909.1,1384.74,1.0,4.0
29247.0,2017.0,25525.0,1636.0,88.0,48.0,1193.0,833.0,0.0,0.0,77.0,11.0,6080.0,0.0,0.0,6080.0,1803.33,1252.84,1.0,7.0
45225.0,2017.0,29089.0,9906.0,6.0,2.0,1100.0,1748.0,0.0,0.0,33.0,54.0,110379.2,0.0,550.0,110833.2,32728.0,13514.19,1.0,5.0
