RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
1481.0,2017.0,1037.0,16014.0,70.0,40.0,934.0,1247.0,0.0,0.0,45.0,32.0,64704.0,0.0,2705.0,66069.0,30311.97,9053.08,1.0,5.0
42104.0,2017.0,15174.0,2231.0,28.0,17.0,43.0,498.0,0.0,0.0,1.0,26.0,100201.6,0.0,0.0,100201.6,29714.81,13050.97,0.0,5.0
50694.0,2017.0,7732.0,12969.0,70.0,40.0,929.0,1254.0,0.0,0.0,45.0,32.0,124246.45,0.0,1861.0,127913.45,47559.83,16819.0,0.0,7.0
54389.0,2017.0,11109.0,12483.0,38.0,25.0,900.0,811.0,0.0,1.0,43.0,14.0,123105.2,41591.68,4544.07,170721.95,57674.79,16848.0,1.0,7.0
25924.0,2017.0,7732.0,13441.0,88.0,48.0,1112.0,1395.0,1.0,0.0,95.0,37.0,17825.56,0.0,0.0,17825.56,0.0,6814.75,0.0,7.0
10991.0,2017.0,25386.0,2189.0,88.0,48.0,241.0,25.0,1.0,1.0,67.0,7.0,22965.12,0.0,1866.42,24831.54,0.0,0.0,1.0,7.0
13512.0,2017.0,11648.0,7321.0,70.0,40.0,928.0,1253.0,0.0,1.0,45.0,32.0,10992.0,239.62,0.0,11242.62,5149.75,1666.71,1.0,7.0
66381.0,2017.0,10971.0,11154.0,70.0,40.0,932.0,1252.0,0.0,1.0,45.0,32.0,63314.4,5812.92,144.0,71292.32,26123.03,7206.25,0.0,5.0
15459.0,2017.0,11648.0,588.0,88.0,48.0,1112.0,1395.0,1.0,0.0,95.0,37.0,10225.62,0.0,0.0,10225.62,0.0,0.0,0.0,7.0
26724.0,2017.0,23745.0,5159.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,103118.61,207.46,1525.0,109738.07,48311.07,16819.0,1.0,7.0
10413.0,2017.0,23546.0,15673.0,40.0,26.0,810.0,1696.0,0.0,1.0,23.0,43.0,65054.4,339.53,200.0,65393.93,19295.14,18252.65,1.0,7.0
33448.0,2017.0,18561.0,7572.0,32.0,30.0,486.0,534.0,0.0,0.0,39.0,55.0,91951.42,0.0,110.0,92451.42,27275.95,485.15,0.0,2.0
30533.0,2017.0,18496.0,15152.0,82.0,45.0,2316.0,700.0,0.0,0.0,97.0,34.0,105040.0,0.0,600.0,105640.0,31154.86,18572.58,1.0,4.0
16852.0,2017.0,16711.0,4341.0,70.0,40.0,311.0,1451.0,0.0,0.0,57.0,4.0,5796.0,0.0,0.0,5796.0,17049.07,18572.58,0.0,7.0
33169.0,2017.0,204.0,5159.0,70.0,40.0,943.0,509.0,0.0,0.0,97.0,34.0,121763.2,1729.89,221.82,124538.91,36114.97,15810.74,1.0,7.0
78924.0,2017.0,13748.0,12682.0,4.0,1.0,2122.0,44.0,0.0,1.0,69.0,24.0,154895.2,0.0,48498.03,233393.23,45941.92,7201.32,1.0,4.0
65458.0,2017.0,11109.0,588.0,88.0,48.0,1034.0,1641.0,1.0,0.0,77.0,11.0,15764.0,0.0,100.0,15864.0,0.0,7317.3,0.0,7.0
55285.0,2017.0,16341.0,5451.0,70.0,40.0,311.0,1451.0,0.0,1.0,57.0,4.0,61136.36,0.0,0.0,61136.36,18142.14,18572.58,0.0,4.0
52456.0,2017.0,5904.0,5317.0,88.0,48.0,1032.0,1277.0,1.0,0.0,31.0,39.0,8637.09,0.0,0.0,8637.09,0.0,0.0,1.0,7.0
16453.0,2017.0,10377.0,15741.0,70.0,40.0,936.0,1249.0,0.0,1.0,45.0,32.0,131828.0,31390.0,1705.0,173609.0,61761.42,15513.38,0.0,7.0
27860.0,2017.0,11467.0,10070.0,70.0,40.0,929.0,1254.0,0.0,0.0,45.0,32.0,99878.67,35196.26,1952.2,13834.05,46786.25,16817.0,0.0,7.0
80420.0,2017.0,27958.0,5316.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,93991.2,374.93,2088.3,96758.43,43617.36,16817.0,1.0,7.0
