RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
3167.0,2017.0,14086.0,1657.0,38.0,25.0,900.0,811.0,0.0,1.0,43.0,14.0,96137.6,191577.25,3545.11,121981.46,45050.41,16848.0,1.0,4.0
64017.0,2017.0,9003.0,7321.0,78.0,44.0,2056.0,1308.0,0.0,0.0,33.0,54.0,95619.2,0.0,0.0,95619.2,28360.65,6838.21,1.0,5.0
22034.0,2017.0,3750.0,12853.0,88.0,48.0,1112.0,1395.0,1.0,0.0,95.0,37.0,16017.55,0.0,45.0,16003.55,0.0,7317.3,1.0,4.0
23949.0,2017.0,7906.0,12517.0,4.0,1.0,419.0,14.0,0.0,1.0,57.0,4.0,52697.6,17113.94,0.0,69463.54,15630.11,7208.51,0.0,4.0
18355.0,2017.0,11456.0,5065.0,94.0,49.0,2148.0,1821.0,0.0,1.0,97.0,34.0,107904.0,14246.0,0.0,120298.0,32004.33,16957.98,1.0,7.0
66676.0,2017.0,12899.0,14377.0,70.0,40.0,929.0,1254.0,0.0,0.0,45.0,32.0,103136.0,5928.55,1525.0,113829.55,48319.22,16817.0,1.0,5.0
9735.0,2017.0,6341.0,12867.0,82.0,45.0,1160.0,1036.0,0.0,1.0,77.0,11.0,14147.98,0.0,100.0,14149.98,4195.69,3136.25,1.0,4.0
81507.0,2017.0,9173.0,11387.0,87.0,53.0,1037.0,175.0,1.0,1.0,57.0,4.0,6277.36,0.0,68.71,6346.07,0.0,0.0,0.0,6.0
51440.0,2017.0,21274.0,10098.0,40.0,26.0,1535.0,210.0,0.0,0.0,19.0,47.0,79403.7,0.0,200.0,80895.7,23551.14,10940.51,1.0,5.0
64242.0,2017.0,3926.0,6937.0,82.0,45.0,1946.0,1893.0,0.0,1.0,99.0,30.0,91344.0,0.0,250.0,93432.0,27679.3,18252.65,1.0,5.0
20696.0,2017.0,24392.0,12924.0,70.0,40.0,942.0,508.0,0.0,1.0,97.0,34.0,50576.08,526.99,216.5,51180.57,15002.87,5352.66,1.0,7.0
57114.0,2017.0,5399.0,7583.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,96852.0,13565.88,1525.0,111531.88,45374.36,16817.0,1.0,7.0
72064.0,2017.0,24685.0,7528.0,88.0,48.0,1112.0,1395.0,1.0,1.0,95.0,37.0,11877.91,0.0,0.0,11877.91,0.0,0.0,1.0,9.0
59885.0,2017.0,12584.0,4583.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,99885.16,16795.55,1775.0,118452.71,46616.22,16817.0,1.0,7.0
41765.0,2017.0,18792.0,5316.0,70.0,40.0,937.0,1261.0,0.0,0.0,45.0,32.0,118306.41,8975.62,1525.0,132695.03,55426.55,15513.38,1.0,7.0
57597.0,2017.0,30913.0,3501.0,40.0,26.0,1226.0,518.0,0.0,0.0,25.0,44.0,46080.91,0.0,1538.11,47624.02,13667.6,7208.51,0.0,4.0
82378.0,2017.0,22281.0,793.0,28.0,17.0,46.0,501.0,0.0,1.0,1.0,26.0,15571.2,0.0,0.0,15571.2,4618.42,2425.26,1.0,5.0
48932.0,2017.0,21535.0,1921.0,12.0,6.0,87.0,558.0,0.0,1.0,61.0,6.0,162146.4,0.0,0.0,162146.4,48092.62,14296.54,1.0,5.0
57387.0,2017.0,16773.0,5080.0,4.0,1.0,232.0,36.0,1.0,0.0,57.0,4.0,19559.74,80.26,880.0,20612.0,0.0,6923.54,1.0,7.0
