RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
12616.0,2017.0,15712.0,12682.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,100359.2,13671.16,1629.0,115659.36,47018.29,16819.0,1.0,2.0
75687.0,2017.0,6030.0,3243.0,38.0,25.0,354.0,1182.0,0.0,1.0,37.0,46.0,71944.0,0.0,0.0,71944.0,21399.79,16777.89,0.0,7.0
45735.0,2017.0,28337.0,3377.0,44.0,31.0,302.0,1101.0,1.0,0.0,57.0,4.0,14554.0,0.0,0.0,14554.0,0.0,0.0,1.0,5.0
62732.0,2017.0,20749.0,4561.0,78.0,44.0,2106.0,685.0,0.0,1.0,97.0,34.0,52540.0,0.0,1655.0,63235.0,15583.4,8591.44,1.0,5.0
1136.0,2017.0,31359.0,5080.0,4.0,1.0,1331.0,55.0,0.0,0.0,59.0,18.0,107521.6,19473.45,1629.0,129687.05,31890.91,15857.66,1.0,7.0
22438.0,2017.0,4580.0,5641.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,94142.44,39564.53,1525.0,138606.97,41233.95,16817.0,1.0,7.0
41768.0,2017.0,2983.0,4670.0,88.0,48.0,1037.0,175.0,1.0,1.0,57.0,4.0,6359.05,0.0,0.0,6359.05,0.0,0.0,1.0,7.0
75196.0,2017.0,23846.0,9709.0,8.0,3.0,1835.0,1478.0,0.0,1.0,81.0,15.0,0.0,0.0,390.95,390.95,0.0,0.0,0.0,5.0
76087.0,2017.0,6608.0,9939.0,70.0,40.0,941.0,806.0,0.0,1.0,39.0,55.0,100264.0,0.0,1187.8,105145.8,29770.3,16777.89,0.0,6.0
66126.0,2017.0,227.0,9011.0,70.0,40.0,1314.0,569.0,0.0,0.0,31.0,39.0,69031.56,347.13,1770.0,71426.69,20474.76,14431.43,1.0,4.0
60419.0,2017.0,3613.0,395.0,82.0,45.0,1139.0,1039.0,0.0,0.0,77.0,11.0,56708.8,4218.38,1110.0,62073.18,16819.83,18572.58,1.0,7.0
80451.0,2017.0,25450.0,2212.0,38.0,25.0,419.0,14.0,0.0,1.0,57.0,4.0,83307.2,0.0,0.0,83307.2,24696.92,14111.5,0.0,7.0
68409.0,2017.0,16097.0,11603.0,40.0,26.0,1226.0,518.0,0.0,0.0,25.0,44.0,46734.33,0.0,1810.0,47566.33,13860.32,18572.58,0.0,4.0
26975.0,2017.0,15037.0,16492.0,44.0,31.0,1997.0,1013.0,1.0,0.0,83.0,16.0,1183.09,0.0,0.0,1183.09,0.0,0.0,0.0,5.0
14131.0,2017.0,13011.0,9260.0,70.0,40.0,1314.0,569.0,0.0,0.0,31.0,39.0,43334.31,0.0,1937.56,45203.87,12854.78,10942.65,0.0,5.0
61315.0,2017.0,8923.0,15673.0,70.0,40.0,932.0,1252.0,0.0,1.0,45.0,32.0,25669.6,481.3,0.0,26150.9,7613.6,4452.93,1.0,7.0
62554.0,2017.0,6236.0,3377.0,82.0,45.0,1794.0,1883.0,0.0,0.0,77.0,11.0,76310.4,0.0,1455.0,77850.4,22633.66,15443.89,1.0,5.0
67892.0,2017.0,8329.0,15250.0,70.0,40.0,928.0,1253.0,0.0,0.0,45.0,32.0,93171.2,1634.6,1525.0,96330.8,43650.71,16817.0,1.0,5.0
