RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY,REGULAR_PAY
40965.79136125643,2017.0,15934.463136288146,7724.834046228097,56.28295883576385,32.00595821879779,1026.8687410119678,1014.2591335387654,2.7755575615628914e-17,1.0,46.20314563477744,22.838695072419558,6987.679336941945,1862.7506519477529,65467.344459336215,19503.857153646786,7908.896487510244,1.0,5.0,56208.18906561965
41698.860083295105,2017.0,16209.63857884651,7862.4100495984385,57.18554301493084,32.50012819616494,1045.62481055914,1029.8690773763853,2.7755575615628914e-17,1.0,47.00969546151911,23.324476562336987,7543.946145806152,2075.452624316598,67261.12772107241,20115.84538130234,8119.264870573103,1.0,5.0,57626.01782203176
40209.43139643696,2017.0,15642.73567013866,7578.776484463503,55.33595433582358,31.483150436443104,1006.5650095033002,997.757454357046,2.7755575615628914e-17,1.0,45.364276079451216,22.323823585909953,6382.254943651567,1635.6307774164284,63540.816667014195,18872.807726780095,7680.745288916731,1.0,5.0,54699.83879126303
41742.705032633006,2017.0,16214.756699223884,7867.567219816309,57.21246713975455,32.51833567866814,1046.2104848680976,1030.4688429013772,2.7755575615628914e-17,1.0,47.03018922364069,23.343367006060166,7582.351265882692,2085.0905889694263,67294.10820725157,20127.044973990756,8134.7742724863665,1.0,5.0,57657.66274393812
41057.25809765143,2017.0,15983.840617729697,7744.017251251084,56.4068424895848,32.07238593325614,1029.2891480290618,1016.2647839603289,2.7755575615628914e-17,1.0,46.303856302084874,22.90544879237596,7054.766944123865,1891.3014950968247,65683.04172608814,19589.68714440096,7939.814121216934,1.0,5.0,56402.90589424516
42273.937212179524,2017.0,16420.52310815455,7968.554059069156,57.86753569750686,32.8798760269601,1060.2358621583267,1041.9266199180283,2.7755575615628914e-17,1.0,47.628163696070935,23.700016062978083,7978.301409030862,2238.0534466739396,68601.60628108184,20570.283889959184,8281.399336457329,1.0,6.0,58724.05052329963
41733.56764766831,2017.0,16222.499719657264,7868.874904927391,57.21977586245818,32.52228538541726,1046.5742089919127,1030.4813012336094,2.7755575615628914e-17,1.0,47.03526580071268,23.343731672219143,7565.815055071169,2084.2503286726273,67364.00383184697,20143.30319472838,8123.877312720968,1.0,5.0,57689.69351793913
40715.506824987824,2017.0,15832.184605915727,7674.262431215889,55.952209567883905,31.822287286029685,1019.5750166247129,1008.280871009029,2.7755575615628914e-17,1.0,45.90690764592543,22.661132375943136,6766.104724683323,1780.591245332481,64827.97871341529,19282.082653453745,7834.409530844786,1.0,5.0,55664.65091727702
40147.912504344444,2017.0,15631.33739192702,7567.840626285929,55.26336153003676,31.44423235598764,1005.0935245238358,996.4374555978554,2.7755575615628914e-17,1.0,45.299748600312746,22.286746690019157,6308.32901350808,1616.1553277016374,63424.944863991346,18826.41660959418,7666.471321052521,1.0,5.0,54589.880644772624
39651.017115581446,2017.0,15438.436978787548,7471.980793516889,54.63147635091249,31.097078307760434,991.5089751549286,985.4916428731482,2.7755575615628914e-17,1.0,44.73326341719215,21.943234860827506,5914.719586210449,1468.772076441423,62165.75939816513,18395.128603577275,7517.7915614065605,1.0,5.0,53573.38213983483
41161.73700422007,2017.0,15998.520440544979,7758.686121213492,56.50009933013891,32.12719143098974,1030.7316257107277,1017.9795417014064,2.7755575615628914e-17,1.0,46.400936976630064,22.954489184421842,7125.889945294365,1914.900415997616,65915.89415422613,19649.880257780806,7960.37804114668,1.0,5.0,56575.410419084554
41105.16129669587,2017.0,15990.00738855127,7750.074293643646,56.44315390306376,32.09488665203101,1029.790652535858,1016.9918612145595,2.7755575615628914e-17,1.0,46.34145438209808,22.927013799407803,7090.5694863385725,1900.3306658831132,65771.73555816078,19614.441707592894,7946.897967628379,1.0,5.0,56446.41600478768
41927.225045153726,2017.0,16296.538053123266,7905.7114191456885,57.45927676934794,32.65404860264749,1051.753589832758,1034.6441441437178,2.7755575615628914e-17,1.0,47.235910092872025,23.47562232405779,7746.01710314963,2140.9419289286966,67798.54425723551,20292.059320515964,8186.2509888926925,1.0,5.0,58056.20693581225
40504.813810729815,2017.0,15755.297521910907,7636.049669443772,55.710651585332016,31.68735633027481,1014.4241307214012,1004.1411172189732,2.7755575615628914e-17,1.0,45.68838434391829,22.526417686785546,6591.87510327074,1723.4063609024706,64354.10925933642,19119.417214439636,7770.3521056678155,1.0,5.0,55280.751545225925
41887.531165017994,2017.0,16288.276294917012,7901.088444409668,57.43212762360694,32.636922637031546,1051.020637779766,1034.2101556277078,2.7755575615628914e-17,1.0,47.21133655875943,23.459276820809052,7728.72633079319,2134.265305191587,67705.38397823802,20275.76238935762,8180.431898128543,1.0,5.0,58016.701169143475
40080.381069977804,2017.0,15594.302351518849,7554.7845074317665,55.167423551416114,31.393266943773238,1002.6487274455131,994.846052644879,2.7755575615628914e-17,1.0,45.21606125232684,22.234678804799692,6277.953119204387,1597.097528393586,63242.65865240878,18766.846606096926,7649.283618671034,1.0,5.0,54445.15359897079
41866.456061953395,2017.0,16283.39564640887,7896.954647472424,57.405837901140714,32.62202135234226,1050.302352075033,1033.6775933188253,2.7755575615628914e-17,1.0,47.18540594662718,23.443057375538544,7703.859629837444,2129.8400629474904,67696.95490238989,20258.66281966123,8169.917156248688,1.0,5.0,57974.00846659947
41678.76453078694,2017.0,16207.204518044919,7859.5998236314745,57.16623539034121,32.48840127763301,1045.0171018330625,1029.361437834736,2.7755575615628914e-17,1.0,46.957988560528015,23.3134616061286,7550.508072199283,2070.113286891478,67207.87887830178,20096.804473089338,8115.095014238098,1.0,5.0,57578.9047646867
42419.536646076835,2017.0,16477.72041793086,7998.734316521026,58.074263472425386,32.99011117719601,1064.6896903418035,1045.293701262852,2.7755575615628914e-17,1.0,47.79377676226894,23.80533330769486,8123.61571169946,2289.2647289465945,69023.97972618019,20715.143907930982,8328.465666826898,1.0,6.0,59016.590674138824
39321.41104022002,2017.0,15321.50777236936,7412.3731637053215,54.24150219900828,30.881339586129187,983.3035018230825,978.6144087590504,2.7755575615628914e-17,0.0,44.404277232123725,21.729657121204085,5679.489127963572,1376.5215241521018,61353.78856233585,18141.824365445107,7428.93926488756,1.0,5.0,52949.14587817477
42870.42333539118,2017.0,16653.709068204807,8086.995502549792,58.64484617336121,33.30621922710701,1076.6437866100505,1055.250750963488,2.7755575615628914e-17,1.0,48.283429886156,24.116777925455555,8516.517045849738,2422.143816460033,70155.0158618347,21092.83833240709,8466.568292151822,1.0,6.0,59956.63554401173
