RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY,REGULAR_PAY
40787.10586274644,2017.0,15876.220781418322,7689.855413890517,56.054717986469974,31.881223043126422,1022.0013242052573,1010.177872436546,2.7755575615628914e-17,1.0,45.988926320646456,22.714976544615485,6838.097776110019,1808.4445993931513,65004.30656417953,19353.64842232959,7849.1069207154815,1.0,5.0,55834.12249356893
43408.64997561254,2017.0,16845.53270578732,8185.742093110518,59.29501585973327,33.66145477957492,1090.3442624126617,1066.698353961061,2.7755575615628914e-17,1.0,48.857199321138836,24.467974781429785,8926.774134934465,2577.2172043553874,71456.92171428111,21531.768426960585,8613.113333621573,1.0,6.0,60964.069880967116
42720.10359131889,2017.0,16592.854092157766,8056.36715132563,58.446251069134874,33.19496610206584,1072.7729690330293,1051.7590229214386,2.7755575615628914e-17,1.0,48.104824419704016,24.007136645428098,8398.6686095094,2377.088287036224,69749.12212400923,20958.01915677815,8415.224572960917,1.0,6.0,59627.11747641569
42269.54401758971,2017.0,16431.13006677207,7970.018736676751,57.88558848220273,32.88665157142666,1060.3596700915468,1042.1563938424938,2.7755575615628914e-17,1.0,47.59767565301711,23.70368325988975,8007.452001210442,2242.5777863762423,68653.2566041295,20587.452048442927,8285.110659774578,1.0,6.0,58734.62796713083
44035.536865500755,2017.0,17085.095712194492,8305.529741717804,60.074067402107886,34.09275805937226,1106.9778411716206,1080.2446670871043,2.7755575615628914e-17,1.0,49.55763256168365,24.890252807927194,9403.970648883584,2765.2553096914403,72977.25221051007,22056.620237294166,8802.379789533405,1.0,6.0,62212.28282685146
39462.12669581962,2017.0,15370.019952758368,7436.928705847049,54.4104032445261,30.972024916980686,986.438322300145,981.61255428228,2.7755575615628914e-17,1.0,44.54244473195653,21.81706222340117,5777.710828399933,1416.3723755083997,61693.44597066883,18244.52915858577,7462.762931114071,1.0,5.0,53231.762073902384
41981.801070356974,2017.0,16318.69150617261,7915.533006702827,57.52601194967837,32.689484330761005,1052.520626545326,1035.8387582401506,2.7755575615628914e-17,1.0,47.30778036278709,23.51031175160554,7798.774932678393,2157.684117153649,67888.55910644554,20346.800659124092,8200.135072879177,1.0,5.0,58174.905030997594
42127.64584094316,2017.0,16373.050923679397,7942.060582115712,57.70002466449228,32.785807760106046,1056.5001946579694,1038.8481938849088,2.7755575615628914e-17,1.0,47.46456758792557,23.607600458994913,7873.6425075559155,2200.0362605409236,68264.58414720141,20462.76358643175,8241.005954065817,1.0,6.0,58432.09358000014
42962.76264902279,2017.0,16684.995609132136,8101.1820862275445,58.74473930677221,33.356753016820804,1078.5801373422232,1056.9901976888248,2.7755575615628914e-17,1.0,48.373734113376834,24.168401769002024,8559.745784682198,2446.397389159037,70338.71149635492,21164.405384649017,8480.748934349296,1.0,6.0,60120.24491237683
41815.08452307388,2017.0,16250.829125773793,7881.138686694857,57.30797477457157,32.568583376494196,1048.4638407456237,1032.0445784048336,2.7755575615628914e-17,1.0,47.104478954983946,23.391068522847977,7621.986454376368,2103.2163972981602,67459.06524483641,20196.849920038734,8149.4941515634555,1.0,5.0,57822.220539992384
