RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY,REGULAR_PAY
43936.068261377484,2017.0,17051.13489606011,8288.76379939927,59.9622397233514,34.03074935831014,1104.9325606490922,1078.3342301802465,2.7755575615628914e-17,1.0,49.44930627648759,24.829819822108586,9357.113216776006,2737.3665476861124,72802.858936374,21981.49469609519,8778.287941490875,1.0,6.0,62030.00458870426
41635.59250037495,2017.0,16183.653028522756,7850.52404047776,57.103851719581726,32.45859457083686,1043.9752812439751,1028.5043372269638,2.7755575615628914e-17,1.0,46.91829565386294,23.28125801979996,7522.243556384663,2056.1608673106043,67053.30451179469,20063.471772907866,8102.196610987327,1.0,5.0,57497.13908761111
40823.29338303391,2017.0,15881.006019006558,7694.40894336887,56.082929494298334,31.89602043019829,1022.3721143337267,1010.7863691453343,2.7755575615628914e-17,1.0,46.01958253618835,22.730390325134774,6851.206349639479,1813.4262917139492,65034.576414450356,19380.31534358215,7859.2457299780435,1.0,5.0,55888.57719345978
42214.11446999136,2017.0,16397.589700387034,7959.929106841528,57.822876407808025,32.851165765401035,1058.9734852466386,1041.020383222616,2.7755575615628914e-17,1.0,47.5365675038921,23.669659077525253,7978.860045692489,2225.8870898386667,68517.691643335,20539.61322301672,8271.82217187755,1.0,6.0,58635.4818436913
41303.6336564793,2017.0,16062.870529674256,7788.809878509899,56.70103592430772,32.23637305199018,1035.7568894402382,1021.5770382308207,2.7755575615628914e-17,1.0,46.59053301549,23.062662517322465,7239.598264795179,1959.820939459819,66269.70103235816,19792.17632421214,8010.703243184568,1.0,5.0,56865.254466025406
42366.477027578796,2017.0,16461.428218116736,7987.893126884808,58.007207851064244,32.95251949587515,1063.2638913425844,1044.196243239249,2.7755575615628914e-17,1.0,47.720989688844554,23.76663182994036,8072.838800472186,2269.2030327373877,68886.24296124569,20663.719571561858,8314.231486354423,1.0,6.0,58913.446856182694
40693.01072393035,2017.0,15839.294560119508,7676.099678099227,55.96140842056158,31.82923808839894,1019.9665523487503,1008.5595684804894,2.7755575615628914e-17,1.0,45.92768233803725,22.665767491460834,6801.567718292209,1786.9589321179333,64839.07876402719,19291.91730164586,7832.375101441955,1.0,5.0,55679.77121874138
41965.7564902872,2017.0,16309.977517092893,7914.459529399842,57.522850957086504,32.68581095469997,1052.6732613798615,1035.7402773971355,2.7755575615628914e-17,1.0,47.30726477561898,23.50842866112653,7802.853855007517,2155.7854319843736,67897.74559925155,20333.204108450696,8201.32284612263,1.0,5.0,58159.903323763785
42069.76185041801,2017.0,16352.855015629404,7935.314277157733,57.6616405527749,32.76302316789791,1056.2367883905,1038.209031234385,2.7755575615628914e-17,1.0,47.41034455291227,23.584337661019962,7846.647980149347,2188.991971987581,68184.77346091163,20433.700549403202,8233.842119592988,1.0,6.0,58382.54719987801
38803.16579999523,2017.0,15135.727209150318,7314.561715699514,53.60034725698497,30.529599193880337,969.4279980452711,967.5961589901706,2.7755575615628914e-17,0.0,43.831777284315926,21.385896708072963,5265.090647871123,1223.3977598642632,60094.77040211016,17707.716518950314,7275.518932069186,1.0,5.0,51955.97567482492
41144.724258861665,2017.0,16000.6122869684,7754.246079411206,56.48642441769113,32.1133089936978,1030.8987413591647,1017.7354966877739,2.7755575615628914e-17,1.0,46.354873715210566,22.9434088968455,7106.944579442599,1908.5358642905971,65808.17057756167,19644.89409535399,7950.247685295961,1.0,5.0,56527.53664687539
43131.46049630913,2017.0,16753.586266148654,8135.5352922831025,58.96125446768523,33.4823667004601,1083.7639695804667,1061.0021688975878,2.7755575615628914e-17,1.0,48.575814989649466,24.291658011243698,8690.575584354236,2502.5720670132305,70789.82020645271,21313.819213273724,8539.637029305226,1.0,6.0,60450.8044881409
41928.91729441992,2017.0,16298.113886895442,7907.712771277784,57.47992321106334,32.66390839040751,1051.8600876958403,1035.103999947731,2.7755575615628914e-17,1.0,47.25610089435909,23.487054266251185,7760.750034507489,2146.233717389817,67820.13460136854,20315.437937021106,8192.27777059312,1.0,5.0,58090.07539432995
40341.05775812923,2017.0,15696.12782356027,7603.880868157761,55.49118057649639,31.570834050507223,1010.0094405825296,1000.5472570006343,2.7755575615628914e-17,1.0,45.5036593131372,22.412040293068646,6489.156346715003,1673.5242069869225,63874.110336438716,18975.78979829291,7722.287558857222,1.0,5.0,54947.861159360924
40277.92947170491,2017.0,15676.212170311472,7592.884542501461,55.42212252150162,31.532023343247843,1008.455982527699,999.1961867003322,2.7755575615628914e-17,1.0,45.43246990251923,22.37336097069344,6422.341790333849,1656.6312715452063,63729.90156981765,18926.46241080609,7705.586697856397,1.0,5.0,54855.83944333809
