RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
28394,2017,7204,6313,70,40,937,1261,0,1,45,32,35699.53409854895,832.7083809678101,-226.48649528446458,22969.259068525713,15344.292400264425,3781.1757386718173,0,7
66099,2017,976,7785,70,40,938,1262,0,1,45,32,70149.30717831217,37163.24680369272,3021.8251412098098,146059.95547806178,37218.434741912286,10249.205493238107,1,5
76275,2017,6357,8317,38,25,1079,873,0,1,43,14,36086.2530374715,10853.580311381822,32060.335247116942,50107.14239405433,15596.738427243727,2263.2513531128466,1,5
-10,2017,5661,7042,40,26,1542,206,0,1,23,43,43119.20362756484,2.9710895953459158,127.87049822491326,38809.49994714457,18502.117508784893,5205.23258528305,1,7
18116,2017,7077,7368,44,31,942,508,0,1,97,34,46890.08030187357,966.316148113158,136.6022681052721,48579.896036214544,14697.435841632958,4248.73614003557,1,2
69770,2017,6204,7268,4,1,1193,833,0,0,77,11,52033.12243200779,11799.599556881878,1096.292172390485,65229.455516494374,14337.594095516033,16025.930433107082,1,7
65703,2017,3611,7435,70,40,938,1262,0,0,45,32,86060.28299544996,32435.161027468585,4076.847289545445,116363.65559745053,41835.16737220049,16248.156257677365,1,5
70527,2017,5446,7413,88,48,209,619,1,1,13,0,724.8920716161551,-4.621409750149411,111.5146731833032,90.12366982860203,-211.0377917544069,28.503688140326517,1,7
75942,2017,4430,10063,82,45,2099,385,0,1,97,34,57371.65945727102,48.729010029982035,39597.29675830932,7298.440940992063,8417.637728033358,2503.1144102480143,1,5
50239,2017,7158,6759,70,40,928,1253,0,0,45,32,112117.46671896863,14625.570354871763,3099.1500864019486,134272.9268555373,56096.51164919625,16587.400584045277,1,5
