RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
33117,2017,5719,8626,66,39,565,1365,1,1,57,4,-1208.024369490371,0.15311349938827234,-20.245152106713235,2976.3153252661423,68.36772288955125,100.93529033744186,0,7
63356,2017,6021,6793,70,40,928,1253,0,0,45,32,98783.81375200932,13122.867662593475,897.3421548251506,113772.46309402234,41748.74154147424,14722.005192004586,1,5
20055,2017,5270,7565,38,25,463,1769,0,1,39,55,13519.772844076837,3.9439591001647756,1215.3178229697085,22237.46539960075,2446.7328256265237,-33.578542330046645,1,2
20720,2017,5286,7895,70,40,928,1253,0,1,45,32,67341.02950045558,9196.469589945838,3267.8029660253765,85801.27753432136,35959.31214952378,15426.943730128673,1,7
42316,2017,24569,10121,4,1,233,37,0,0,57,4,72572.48801471414,20977.38934060193,-29.09622546823205,73896.64526896008,19174.510695868612,11705.92818749806,0,4
74561,2017,9361,8872,42,27,1566,1530,0,0,59,18,93290.77024526885,15280.178323676919,5232.743260567574,113975.18281467815,29891.443058985606,17338.167367353934,1,5
31471,2017,4571,7595,88,48,1112,1395,1,0,95,37,18174.65055229197,104.1569611924674,35.13039085669214,6493.9341267378895,58.1436878351525,17.79779719891975,0,7
73874,2017,7605,7341,70,40,357,1016,1,0,57,4,3509.8982254647726,3.9807840630860625,6.825768552105245,1892.6076336621823,235.78427029716588,-147.57715477156168,1,7
69435,2017,9114,8799,70,40,928,1253,0,0,45,32,123234.87140252421,36887.632993157924,2097.9988254580758,176259.71130770296,50459.62899291754,16498.965349703907,1,7
22400,2017,3967,7179,38,25,938,1262,0,0,45,32,62675.74650082423,22867.930508661833,1905.8646699793192,110553.53513088141,35172.74490565875,11217.31361140541,1,5
67183,2017,3978,7612,70,40,938,1262,0,1,45,32,62702.0896913685,4056.1959780428015,2337.195891891496,70376.3711769232,16736.007095973797,13065.621904774755,1,7
71906,2017,4106,6725,82,45,1436,716,0,0,77,11,74303.43807914681,4.05419726464088,1097.6174573728026,80676.82107214737,21331.221102358057,18330.943952212743,1,5
65369,2017,4299,6487,88,48,1112,1395,0,1,43,14,29212.86013477631,4.869975923161093,759.3997996860237,21314.28401676408,6884.352959634551,3772.2572082049383,1,5
10831,2017,5630,7295,70,40,357,1016,0,1,45,32,17596.60623883517,1.4192167577674688,186.30378803948517,31884.08077282884,8637.507118988662,5542.578019264587,1,7
73631,2017,25777,7091,88,48,620,13,0,1,85,41,58531.21566093924,4931.976804078038,65.45636580358372,54723.43809681115,21638.316104484715,4326.8331598309,0,5
76906,2017,5202,10041,88,48,41,830,1,1,1,26,1537.6668097532972,6.28907347645028,-1.5879736491423913,3938.0483349269202,-1.0959741716050004,-68.58590863677358,0,9
66238,2017,8085,7984,88,48,426,1461,0,1,57,4,56701.33363854275,1489.2176772801915,889.7870288662734,56838.39869657571,17500.15440747463,12071.766981926992,0,7
71166,2017,5853,6760,70,40,932,1252,0,1,37,46,92346.40132270807,341.0660630651664,549.7712188850167,96238.97580222014,26772.747651814978,11529.796774873947,0,7
61802,2017,15015,10277,26,16,536,1,0,1,13,0,15911.485066998372,1013.7665772863288,659.7329615104696,35742.40579864396,8523.036522358943,-186.64835243921829,0,2
1000,2017,5077,7395,42,27,1160,1036,0,1,99,30,8984.005119660382,2.1712360192500526,329.8015742791307,10399.639879454855,-43.750746545511426,141.2489286162641,1,7
19675,2017,4313,7665,12,6,631,1590,0,0,39,55,121689.85079429946,61.13066877666272,1979.7461183877422,122236.21804732685,48688.64729729749,15155.47177129865,1,5
6958,2017,3195,7580,88,48,1048,95,0,1,13,0,42346.63743350642,1565.225297841897,155.8060206026862,51135.2648033402,13087.6985298529,3817.976389156379,1,2
76098,2017,13610,4079,70,40,2157,1809,0,1,39,55,3280.516287627621,996.4024255615211,-84.17731830641276,8113.435350226013,17089.81623463195,415.90017336338053,1,7
72709,2017,11957,7790,42,27,1324,1289,0,0,43,14,119434.59143822521,54888.21086450865,4825.413942799609,164267.2127679325,59527.74898105579,17055.262510531495,1,5
69660,2017,5264,8190,12,6,899,810,0,1,43,14,7021.589793829874,1894.9861619838553,922.7649326802187,18508.37039814447,-24.868503788637916,2857.5265400605936,1,5
