RECORD_NBR,PAY_YEAR,LAST_NAME,FIRST_NAME,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,MOU,MOU_TITLE,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY
21651,2017,6113,8311,70,40,928,1253,0,0,45,32,100427.10712012077,910.4933119603957,2172.371724196739,100833.30537305596,37479.59612711356,16685.08019315251,1,7
65243,2017,29791,8641,70,40,928,1253,0,0,45,32,99307.01565144843,21778.722625715374,256.8255271115716,109253.43020568806,42511.7783580596,17404.26435342686,1,7
76391,2017,12135,7327,42,27,1436,716,0,0,77,11,29258.235515135955,17570.12172751352,336.79604264789657,60652.28160683303,17892.38454131772,5536.879343145129,1,7
51117,2017,3931,6447,70,40,1273,1454,0,1,77,11,49961.2688164489,1864.8396838527267,845.8309532594153,63441.28408428504,22051.165448373893,14330.02415020936,1,4
71425,2017,4926,6980,70,40,928,1253,0,0,45,32,120724.98728243631,24609.39560141898,3835.5609983325116,162230.04570408308,50855.26274196295,17659.396982715763,1,5
33974,2017,6483,6641,70,40,1436,716,0,0,31,39,63077.40041587889,15135.71316002246,3029.7421979499377,87325.17013608322,19771.253625057077,18161.41307172747,1,7
71853,2017,4807,8165,14,7,610,1945,1,1,13,0,4347.7940650598775,8.57327167651925,27.414110767841933,-769.4604622539619,-109.55593808975428,-78.93309156685736,0,7
76209,2017,6312,6412,70,40,928,1253,0,1,45,32,-857.1361627118158,22.782193631036975,1117.8480890936783,420.06990890682937,-201.18519280920808,142.38439784749397,0,7
442,2017,19706,7679,88,48,419,14,1,1,57,4,-3457.2885203072487,-3.135712384950118,27.037021166382512,519.8478812479316,30.197583161606943,-147.3212688530019,1,7
71054,2017,3597,6797,88,48,1112,1395,1,1,57,4,9153.707884124358,-3.293994951695339,85.72514850400266,37356.98920044961,25.822907309290937,6505.354908533052,1,7
74017,2017,2752,7964,12,6,118,558,0,1,55,10,25008.244260822965,4.052541563644514,51.558873434462896,25629.54364566191,12628.069548830736,2437.746134385907,1,5
66120,2017,4449,10064,70,40,938,1262,0,0,45,32,96953.06651053423,6771.707720671446,2673.9262875627496,114269.548517185,47639.8716965954,17357.597413370713,1,5
64989,2017,7269,7688,4,1,1507,412,0,1,19,47,65257.157653814356,11997.497780744885,1508.430740254867,88362.71686425389,21925.050641423622,13794.190294566504,1,5
66752,2017,2920,10710,70,40,928,1253,0,0,45,32,71126.50324986993,-1.17235959427828,41.84483757235552,52821.683947631,22508.69713353139,7150.010332181784,0,7
73586,2017,3954,6958,42,27,1034,1641,1,1,77,11,13053.575422754113,5.760023413024051,119.05429482856252,5527.1089590569245,-21.806126942598233,-53.606403908185925,1,7
69540,2017,7480,7862,42,27,1327,1285,0,1,51,22,33809.30748424956,7677.857051554387,1530.152511094228,38592.103371926474,10698.546802114235,3351.0623953274076,1,7
638,2017,4598,6181,70,40,928,1253,0,0,45,32,86175.00820418674,8799.446419913293,1632.62886109395,105976.54836578082,39040.432302702335,14614.425104762331,1,7
28572,2017,2035,7089,88,48,563,18,1,1,13,0,2276.7528931683105,-5.259102283451391,37.940305844258546,2960.4654164180147,-12.661560718898226,-79.43254997200131,1,7
75286,2017,14145,6891,14,7,519,1739,1,1,13,0,5451.505867648242,4.116834435163479,5.2767420195378065,4048.1142047359745,218.79420716498223,-26.473003086075526,0,7
